2026/09/09 13:33:47.921, 14, 10240
2026/09/09 13:33:48.121, 14, 10240
2026/09/09 13:33:48.321, 14, 10240
2026/09/09 13:33:48.521, 14, 10240
2026/09/09 13:33:48.721, 14, 10240
2026/09/09 13:33:48.921, 14, 10240
2026/09/09 13:33:49.122, 14, 10240
2026/09/09 13:33:49.323, 14, 10240
2026/09/09 13:33:49.523, 14, 10240
2026/09/09 13:33:49.724, 14, 10240
2026/09/09 13:33:49.925, 14, 10240
2026/09/09 13:33:50.125, 14, 10240
2026/09/09 13:33:50.325, 14, 10240
2026/09/09 13:33:50.525, 14, 10240
2026/09/09 13:33:50.725, 14, 10240
2026/09/09 13:33:50.925, 14, 10240
2026/09/09 13:33:51.126, 14, 10240
2026/09/09 13:33:51.326, 14, 10240
2026/09/09 13:33:51.526, 14, 10240
2026/09/09 13:33:51.726, 14, 10240
2026/09/09 13:33:51.926, 14, 10240
2026/09/09 13:33:52.126, 14, 10240
2026/09/09 13:33:52.326, 14, 10240
2026/09/09 13:33:52.526, 14, 10240
2026/09/09 13:33:52.727, 14, 10240
2026/09/09 13:33:52.927, 14, 10240
2026/09/09 13:33:53.127, 14, 10240
2026/09/09 13:33:53.327, 14, 10240
2026/09/09 13:33:53.527, 14, 10240
2026/09/09 13:33:53.727, 14, 10240
2026/09/09 13:33:53.928, 14, 10240
2026/09/09 13:33:54.129, 14, 10240
2026/09/09 13:33:54.329, 14, 10240
2026/09/09 13:33:54.530, 14, 10240
2026/09/09 13:33:54.731, 14, 10240
2026/09/09 13:33:54.931, 14, 10240
2026/09/09 13:33:55.131, 14, 10240
2026/09/09 13:33:55.332, 14, 10240
2026/09/09 13:33:55.532, 14, 10240
2026/09/09 13:33:55.732, 14, 10240
2026/09/09 13:33:55.932, 14, 10240
2026/09/09 13:33:56.132, 14, 10240
2026/09/09 13:33:56.333, 14, 10240
2026/09/09 13:33:56.533, 14, 10240
2026/09/09 13:33:56.733, 14, 10240
2026/09/09 13:33:56.933, 14, 10240
2026/09/09 13:33:57.133, 14, 10240
2026/09/09 13:33:57.333, 14, 10240
2026/09/09 13:33:57.534, 14, 10240
2026/09/09 13:33:57.734, 14, 10240
2026/09/09 13:33:57.934, 14, 10240
2026/09/09 13:33:58.134, 14, 10240
2026/09/09 13:33:58.334, 14, 10240
2026/09/09 13:33:58.535, 14, 10240
2026/09/09 13:33:58.735, 14, 10240
2026/09/09 13:33:58.935, 14, 10240
2026/09/09 13:33:59.136, 14, 10240
2026/09/09 13:33:59.336, 14, 10240
